Empleado ID,Mes,Ticket ID,Descripción,Fecha,Prioridad
4207      ,Nov  ,82771     ,TEST - 82771        ,2024-10-3 ,media     
4207      ,Nov  ,62576     ,TEST - 62576        ,2024-10-4 ,alta      
4207      ,Nov  ,78003     ,TEST - 78003        ,2024-10-5 ,alta      
4207      ,Dic  ,85141     ,TEST - 85141        ,2024-11-1 ,alta      
4207      ,Dic  ,56578     ,TEST - 56578        ,2024-11-2 ,baja      
4207      ,Dic  ,66074     ,TEST - 66074        ,2024-11-3 ,alta      
4207      ,Dic  ,27651     ,TEST - 27651        ,2024-11-4 ,alta      
4207      ,Dic  ,97101     ,TEST - 97101        ,2024-11-5 ,media     
5813      ,Ene  ,43091     ,TEST - 43091        ,2024-0-1  ,baja      
5813      ,Ene  ,62450     ,TEST - 62450        ,2024-0-2  ,media     
5813      ,Ene  ,96495     ,TEST - 96495        ,2024-0-3  ,media     
5813      ,Ene  ,86561     ,TEST - 86561        ,2024-0-4  ,baja      
5813      ,Ene  ,35788     ,TEST - 35788        ,2024-0-5  ,media     
5813      ,Feb  ,43279     ,TEST - 43279        ,2024-1-1  ,baja      
5813      ,Feb  ,83340     ,TEST - 83340        ,2024-1-2  ,baja      
5813      ,Feb  ,72177     ,TEST - 72177        ,2024-1-3  ,alta      
5813      ,Feb  ,65296     ,TEST - 65296        ,2024-1-4  ,alta      
5813      ,Feb  ,80698     ,TEST - 80698        ,2024-1-5  ,alta      
5813      ,Mar  ,80101     ,TEST - 80101        ,2024-2-1  ,alta      
5813      ,Mar  ,34739     ,TEST - 34739        ,2024-2-2  ,media     
5813      ,Mar  ,49504     ,TEST - 49504        ,2024-2-3  ,media     
5813      ,Mar  ,32555     ,TEST - 32555        ,2024-2-4  ,alta      
5813      ,Mar  ,23665     ,TEST - 23665        ,2024-2-5  ,alta      
5813      ,Abr  ,42040     ,TEST - 42040        ,2024-3-1  ,baja      
5813      ,Abr  ,52904     ,TEST - 52904        ,2024-3-2  ,media     
5813      ,Abr  ,30525     ,TEST - 30525        ,2024-3-3  ,media     
5813      ,Abr  ,21506     ,TEST - 21506        ,2024-3-4  ,baja      
5813      ,Abr  ,53240     ,TEST - 53240        ,2024-3-5  ,alta      
5813      ,May  ,17236     ,TEST - 17236        ,2024-4-1  ,media     
5813      ,May  ,96648     ,TEST - 96648        ,2024-4-2  ,alta      
5813      ,May  ,32311     ,TEST - 32311        ,2024-4-3  ,media     
5813      ,May  ,31656     ,TEST - 31656        ,2024-4-4  ,media     
5813      ,May  ,17416     ,TEST - 17416        ,2024-4-5  ,media     
5813      ,Jun  ,80563     ,TEST - 80563        ,2024-5-1  ,media     
5813      ,Jun  ,28160     ,TEST - 28160        ,2024-5-2  ,alta      
5813      ,Jun  ,10852     ,TEST - 10852        ,2024-5-3  ,media     
5813      ,Jun  ,33392     ,TEST - 33392        ,2024-5-4  ,media     
5813      ,Jun  ,38362     ,TEST - 38362        ,2024-5-5  ,baja      
5813      ,Jul  ,46311     ,TEST - 46311        ,2024-6-1  ,alta      
5813      ,Jul  ,10840     ,TEST - 10840        ,2024-6-2  ,media     
5813      ,Jul  ,60091     ,TEST - 60091        ,2024-6-3  ,baja      
5813      ,Jul  ,62285     ,TEST - 62285        ,2024-6-4  ,media     
5813      ,Jul  ,86533     ,TEST - 86533        ,2024-6-5  ,media     
5813      ,Ago  ,63098     ,TEST - 63098        ,2024-7-1  ,media     
5813      ,Ago  ,69435     ,TEST - 69435        ,2024-7-2  ,baja      
5813      ,Ago  ,25812     ,TEST - 25812        ,2024-7-3  ,alta      
5813      ,Ago  ,93763     ,TEST - 93763        ,2024-7-4  ,alta      
5813      ,Ago  ,18172     ,TEST - 18172        ,2024-7-5  ,baja      
5813      ,Sep  ,10215     ,TEST - 10215        ,2024-8-1  ,baja      
5813      ,Sep  ,49154     ,TEST - 49154        ,2024-8-2  ,baja      
5813      ,Sep  ,41245     ,TEST - 41245        ,2024-8-3  ,baja      
5813      ,Sep  ,87963     ,TEST - 87963        ,2024-8-4  ,baja      
5813      ,Sep  ,52692     ,TEST - 52692        ,2024-8-5  ,alta      
5813      ,Oct  ,84613     ,TEST - 84613        ,2024-9-1  ,baja      
5813      ,Oct  ,17948     ,TEST - 17948        ,2024-9-2  ,alta      
5813      ,Oct  ,85404     ,TEST - 85404        ,2024-9-3  ,alta      
5813      ,Oct  ,30618     ,TEST - 30618        ,2024-9-4  ,media     
5813      ,Oct  ,58651     ,TEST - 58651        ,2024-9-5  ,media     
5813      ,Nov  ,98029     ,TEST - 98029        ,2024-10-1 ,baja      
5813      ,Nov  ,51608     ,TEST - 51608        ,2024-10-2 ,media     
5813      ,Nov  ,73885     ,TEST - 73885        ,2024-10-3 ,media     
5813      ,Nov  ,43848     ,TEST - 43848        ,2024-10-4 ,alta      
5813      ,Nov  ,73503     ,TEST - 73503        ,2024-10-5 ,alta      
5813      ,Dic  ,84671     ,TEST - 84671        ,2024-11-1 ,alta      
5813      ,Dic  ,73687     ,TEST - 73687        ,2024-11-2 ,media     
5813      ,Dic  ,62008     ,TEST - 62008        ,2024-11-3 ,baja      
5813      ,Dic  ,98200     ,TEST - 98200        ,2024-11-4 ,baja      
5813      ,Dic  ,70999     ,TEST - 70999        ,2024-11-5 ,alta      
4570      ,Ene  ,54772     ,TEST - 54772        ,2024-0-1  ,media     
4570      ,Ene  ,90690     ,TEST - 90690        ,2024-0-2  ,media     
4570      ,Ene  ,48126     ,TEST - 48126        ,2024-0-3  ,media     
4570      ,Ene  ,46071     ,TEST - 46071        ,2024-0-4  ,baja      
4570      ,Ene  ,16421     ,TEST - 16421        ,2024-0-5  ,baja      
4570      ,Feb  ,27450     ,TEST - 27450        ,2024-1-1  ,baja      
4570      ,Feb  ,31960     ,TEST - 31960        ,2024-1-2  ,alta      
4570      ,Feb  ,87136     ,TEST - 87136        ,2024-1-3  ,baja      
4570      ,Feb  ,40670     ,TEST - 40670        ,2024-1-4  ,media     
4570      ,Feb  ,66887     ,TEST - 66887        ,2024-1-5  ,media     
4570      ,Mar  ,93150     ,TEST - 93150        ,2024-2-1  ,baja      
4570      ,Mar  ,12320     ,TEST - 12320        ,2024-2-2  ,baja      
4570      ,Mar  ,20588     ,TEST - 20588        ,2024-2-3  ,alta      
4570      ,Mar  ,89213     ,TEST - 89213        ,2024-2-4  ,baja      
4570      ,Mar  ,41204     ,TEST - 41204        ,2024-2-5  ,baja      
4570      ,Abr  ,75203     ,TEST - 75203        ,2024-3-1  ,media     
4570      ,Abr  ,63729     ,TEST - 63729        ,2024-3-2  ,media     
4570      ,Abr  ,35563     ,TEST - 35563        ,2024-3-3  ,baja      
4570      ,Abr  ,91149     ,TEST - 91149        ,2024-3-4  ,baja      
4570      ,Abr  ,93911     ,TEST - 93911        ,2024-3-5  ,media     
4570      ,May  ,59606     ,TEST - 59606        ,2024-4-1  ,media     
4570      ,May  ,60242     ,TEST - 60242        ,2024-4-2  ,media     
4570      ,May  ,78778     ,TEST - 78778        ,2024-4-3  ,media     
4570      ,May  ,37762     ,TEST - 37762        ,2024-4-4  ,alta      
4570      ,May  ,13541     ,TEST - 13541        ,2024-4-5  ,media     
4570      ,Jun  ,28557     ,TEST - 28557        ,2024-5-1  ,alta      
4570      ,Jun  ,47575     ,TEST - 47575        ,2024-5-2  ,baja      
4570      ,Jun  ,98289     ,TEST - 98289        ,2024-5-3  ,baja      
4570      ,Jun  ,85326     ,TEST - 85326        ,2024-5-4  ,baja      
4570      ,Jun  ,22741     ,TEST - 22741        ,2024-5-5  ,media     
4570      ,Jul  ,51581     ,TEST - 51581        ,2024-6-1  ,baja      
4570      ,Jul  ,23463     ,TEST - 23463        ,2024-6-2  ,media     
4570      ,Jul  ,25336     ,TEST - 25336        ,2024-6-3  ,media     
4570      ,Jul  ,94422     ,TEST - 94422        ,2024-6-4  ,alta      
4570      ,Jul  ,19882     ,TEST - 19882        ,2024-6-5  ,media     
4570      ,Ago  ,40989     ,TEST - 40989        ,2024-7-1  ,media     
4570      ,Ago  ,14145     ,TEST - 14145        ,2024-7-2  ,alta      
4570      ,Ago  ,78413     ,TEST - 78413        ,2024-7-3  ,media     
4570      ,Ago  ,84513     ,TEST - 84513        ,2024-7-4  ,media     
4570      ,Ago  ,79578     ,TEST - 79578        ,2024-7-5  ,alta      
4570      ,Sep  ,38131     ,TEST - 38131        ,2024-8-1  ,baja      
4570      ,Sep  ,16710     ,TEST - 16710        ,2024-8-2  ,baja      
4570      ,Sep  ,49953     ,TEST - 49953        ,2024-8-3  ,media     
4570      ,Sep  ,21256     ,TEST - 21256        ,2024-8-4  ,alta      
4570      ,Sep  ,11175     ,TEST - 11175        ,2024-8-5  ,alta      
4570      ,Oct  ,87555     ,TEST - 87555        ,2024-9-1  ,baja      
4570      ,Oct  ,76417     ,TEST - 76417        ,2024-9-2  ,baja      
4570      ,Oct  ,63891     ,TEST - 63891        ,2024-9-3  ,baja      
4570      ,Oct  ,73633     ,TEST - 73633        ,2024-9-4  ,alta      
4570      ,Oct  ,41047     ,TEST - 41047        ,2024-9-5  ,baja      
4570      ,Nov  ,50138     ,TEST - 50138        ,2024-10-1 ,alta      
4570      ,Nov  ,80569     ,TEST - 80569        ,2024-10-2 ,media     
4570      ,Nov  ,92587     ,TEST - 92587        ,2024-10-3 ,media     
4570      ,Nov  ,98795     ,TEST - 98795        ,2024-10-4 ,baja      
4570      ,Nov  ,75596     ,TEST - 75596        ,2024-10-5 ,media     
4570      ,Dic  ,79497     ,TEST - 79497        ,2024-11-1 ,baja      
4570      ,Dic  ,65940     ,TEST - 65940        ,2024-11-2 ,alta      
4570      ,Dic  ,37145     ,TEST - 37145        ,2024-11-3 ,alta      
4570      ,Dic  ,40438     ,TEST - 40438        ,2024-11-4 ,alta      
4570      ,Dic  ,85473     ,TEST - 85473        ,2024-11-5 ,alta      
3029      ,Ene  ,19503     ,TEST - 19503        ,2024-0-1  ,media     
3029      ,Ene  ,74616     ,TEST - 74616        ,2024-0-2  ,baja      
3029      ,Ene  ,36163     ,TEST - 36163        ,2024-0-3  ,media     
3029      ,Ene  ,64579     ,TEST - 64579        ,2024-0-4  ,baja      
3029      ,Ene  ,86946     ,TEST - 86946        ,2024-0-5  ,baja      
3029      ,Feb  ,64974     ,TEST - 64974        ,2024-1-1  ,baja      
3029      ,Feb  ,49102     ,TEST - 49102        ,2024-1-2  ,baja      
3029      ,Feb  ,96605     ,TEST - 96605        ,2024-1-3  ,alta      
3029      ,Feb  ,23746     ,TEST - 23746        ,2024-1-4  ,alta      
3029      ,Feb  ,73966     ,TEST - 73966        ,2024-1-5  ,media     
3029      ,Mar  ,84774     ,TEST - 84774        ,2024-2-1  ,alta      
3029      ,Mar  ,83504     ,TEST - 83504        ,2024-2-2  ,baja      
3029      ,Mar  ,77993     ,TEST - 77993        ,2024-2-3  ,media     
3029      ,Mar  ,36857     ,TEST - 36857        ,2024-2-4  ,baja      
3029      ,Mar  ,34975     ,TEST - 34975        ,2024-2-5  ,alta      
3029      ,Abr  ,50458     ,TEST - 50458        ,2024-3-1  ,alta      
3029      ,Abr  ,65470     ,TEST - 65470        ,2024-3-2  ,baja      
3029      ,Abr  ,40227     ,TEST - 40227        ,2024-3-3  ,alta      
3029      ,Abr  ,26136     ,TEST - 26136        ,2024-3-4  ,baja      
3029      ,Abr  ,20477     ,TEST - 20477        ,2024-3-5  ,alta      
3029      ,May  ,48383     ,TEST - 48383        ,2024-4-1  ,alta      
3029      ,May  ,16551     ,TEST - 16551        ,2024-4-2  ,baja      
3029      ,May  ,19913     ,TEST - 19913        ,2024-4-3  ,baja      
3029      ,May  ,15487     ,TEST - 15487        ,2024-4-4  ,baja      
3029      ,May  ,16389     ,TEST - 16389        ,2024-4-5  ,alta      
3029      ,Jun  ,70630     ,TEST - 70630        ,2024-5-1  ,media     
3029      ,Jun  ,54978     ,TEST - 54978        ,2024-5-2  ,baja      
3029      ,Jun  ,50639     ,TEST - 50639        ,2024-5-3  ,baja      
3029      ,Jun  ,41691     ,TEST - 41691        ,2024-5-4  ,alta      
3029      ,Jun  ,89600     ,TEST - 89600        ,2024-5-5  ,media     
3029      ,Jul  ,36649     ,TEST - 36649        ,2024-6-1  ,alta      
3029      ,Jul  ,68319     ,TEST - 68319        ,2024-6-2  ,media     
3029      ,Jul  ,15881     ,TEST - 15881        ,2024-6-3  ,baja      
3029      ,Jul  ,89966     ,TEST - 89966        ,2024-6-4  ,baja      
3029      ,Jul  ,69691     ,TEST - 69691        ,2024-6-5  ,alta      
3029      ,Ago  ,18003     ,TEST - 18003        ,2024-7-1  ,alta      
3029      ,Ago  ,53977     ,TEST - 53977        ,2024-7-2  ,alta      
3029      ,Ago  ,35751     ,TEST - 35751        ,2024-7-3  ,baja      
3029      ,Ago  ,43574     ,TEST - 43574        ,2024-7-4  ,alta      
3029      ,Ago  ,46660     ,TEST - 46660        ,2024-7-5  ,alta      
3029      ,Sep  ,82424     ,TEST - 82424        ,2024-8-1  ,alta      
3029      ,Sep  ,41820     ,TEST - 41820        ,2024-8-2  ,baja      
3029      ,Sep  ,22884     ,TEST - 22884        ,2024-8-3  ,alta      
3029      ,Sep  ,20205     ,TEST - 20205        ,2024-8-4  ,media     
3029      ,Sep  ,61983     ,TEST - 61983        ,2024-8-5  ,alta      
3029      ,Oct  ,73352     ,TEST - 73352        ,2024-9-1  ,media     
3029      ,Oct  ,90196     ,TEST - 90196        ,2024-9-2  ,alta      
3029      ,Oct  ,38476     ,TEST - 38476        ,2024-9-3  ,media     
3029      ,Oct  ,19685     ,TEST - 19685        ,2024-9-4  ,alta      
3029      ,Oct  ,88686     ,TEST - 88686        ,2024-9-5  ,media     
3029      ,Nov  ,77315     ,TEST - 77315        ,2024-10-1 ,baja      
3029      ,Nov  ,97530     ,TEST - 97530        ,2024-10-2 ,media     
3029      ,Nov  ,35543     ,TEST - 35543        ,2024-10-3 ,alta      
3029      ,Nov  ,73930     ,TEST - 73930        ,2024-10-4 ,alta      
3029      ,Nov  ,27491     ,TEST - 27491        ,2024-10-5 ,alta      
3029      ,Dic  ,77866     ,TEST - 77866        ,2024-11-1 ,media     
3029      ,Dic  ,99448     ,TEST - 99448        ,2024-11-2 ,alta      
3029      ,Dic  ,76226     ,TEST - 76226        ,2024-11-3 ,baja      
3029      ,Dic  ,31665     ,TEST - 31665        ,2024-11-4 ,alta      
3029      ,Dic  ,39197     ,TEST - 39197        ,2024-11-5 ,alta      
7078      ,Ene  ,79961     ,TEST - 79961        ,2024-0-1  ,alta      
7078      ,Ene  ,40692     ,TEST - 40692        ,2024-0-2  ,media     
7078      ,Ene  ,12686     ,TEST - 12686        ,2024-0-3  ,baja      
7078      ,Ene  ,35703     ,TEST - 35703        ,2024-0-4  ,media     
7078      ,Ene  ,95698     ,TEST - 95698        ,2024-0-5  ,baja      
7078      ,Feb  ,44535     ,TEST - 44535        ,2024-1-1  ,media     
7078      ,Feb  ,40111     ,TEST - 40111        ,2024-1-2  ,media     
7078      ,Feb  ,29430     ,TEST - 29430        ,2024-1-3  ,media     
7078      ,Feb  ,21625     ,TEST - 21625        ,2024-1-4  ,media     
7078      ,Feb  ,36559     ,TEST - 36559        ,2024-1-5  ,baja      
7078      ,Mar  ,91405     ,TEST - 91405        ,2024-2-1  ,media     
7078      ,Mar  ,15959     ,TEST - 15959        ,2024-2-2  ,media     
7078      ,Mar  ,88141     ,TEST - 88141        ,2024-2-3  ,baja      
7078      ,Mar  ,33557     ,TEST - 33557        ,2024-2-4  ,baja      
7078      ,Mar  ,47690     ,TEST - 47690        ,2024-2-5  ,baja      
7078      ,Abr  ,30450     ,TEST - 30450        ,2024-3-1  ,alta      
7078      ,Abr  ,22570     ,TEST - 22570        ,2024-3-2  ,alta      
7078      ,Abr  ,50988     ,TEST - 50988        ,2024-3-3  ,alta      
7078      ,Abr  ,75521     ,TEST - 75521        ,2024-3-4  ,media     
7078      ,Abr  ,89186     ,TEST - 89186        ,2024-3-5  ,media     
7078      ,May  ,42414     ,TEST - 42414        ,2024-4-1  ,alta      
7078      ,May  ,91956     ,TEST - 91956        ,2024-4-2  ,baja      
7078      ,May  ,33764     ,TEST - 33764        ,2024-4-3  ,alta      
7078      ,May  ,42617     ,TEST - 42617        ,2024-4-4  ,baja      
7078      ,May  ,97690     ,TEST - 97690        ,2024-4-5  ,baja      
7078      ,Jun  ,93410     ,TEST - 93410        ,2024-5-1  ,alta      
7078      ,Jun  ,22507     ,TEST - 22507        ,2024-5-2  ,media     
7078      ,Jun  ,50570     ,TEST - 50570        ,2024-5-3  ,baja      
7078      ,Jun  ,23539     ,TEST - 23539        ,2024-5-4  ,alta      
7078      ,Jun  ,83017     ,TEST - 83017        ,2024-5-5  ,media     
7078      ,Jul  ,81090     ,TEST - 81090        ,2024-6-1  ,media     
7078      ,Jul  ,49196     ,TEST - 49196        ,2024-6-2  ,alta      
7078      ,Jul  ,22586     ,TEST - 22586        ,2024-6-3  ,media     
7078      ,Jul  ,36102     ,TEST - 36102        ,2024-6-4  ,baja      
7078      ,Jul  ,93906     ,TEST - 93906        ,2024-6-5  ,media     
7078      ,Ago  ,33802     ,TEST - 33802        ,2024-7-1  ,baja      
7078      ,Ago  ,99407     ,TEST - 99407        ,2024-7-2  ,alta      
7078      ,Ago  ,87615     ,TEST - 87615        ,2024-7-3  ,media     
7078      ,Ago  ,65479     ,TEST - 65479        ,2024-7-4  ,baja      
7078      ,Ago  ,10138     ,TEST - 10138        ,2024-7-5  ,media     
7078      ,Sep  ,23106     ,TEST - 23106        ,2024-8-1  ,baja      
7078      ,Sep  ,73049     ,TEST - 73049        ,2024-8-2  ,alta      
7078      ,Sep  ,11018     ,TEST - 11018        ,2024-8-3  ,baja      
7078      ,Sep  ,50496     ,TEST - 50496        ,2024-8-4  ,baja      
7078      ,Sep  ,27851     ,TEST - 27851        ,2024-8-5  ,baja      
7078      ,Oct  ,78227     ,TEST - 78227        ,2024-9-1  ,baja      
7078      ,Oct  ,23075     ,TEST - 23075        ,2024-9-2  ,baja      
7078      ,Oct  ,61682     ,TEST - 61682        ,2024-9-3  ,alta      
7078      ,Oct  ,99168     ,TEST - 99168        ,2024-9-4  ,media     
7078      ,Oct  ,25826     ,TEST - 25826        ,2024-9-5  ,media     
7078      ,Nov  ,56390     ,TEST - 56390        ,2024-10-1 ,baja      
7078      ,Nov  ,98127     ,TEST - 98127        ,2024-10-2 ,media     
7078      ,Nov  ,27750     ,TEST - 27750        ,2024-10-3 ,media     
7078      ,Nov  ,25707     ,TEST - 25707        ,2024-10-4 ,baja      
7078      ,Nov  ,29731     ,TEST - 29731        ,2024-10-5 ,media     
7078      ,Dic  ,45435     ,TEST - 45435        ,2024-11-1 ,media     
7078      ,Dic  ,28888     ,TEST - 28888        ,2024-11-2 ,media     
7078      ,Dic  ,84428     ,TEST - 84428        ,2024-11-3 ,alta      
7078      ,Dic  ,79025     ,TEST - 79025        ,2024-11-4 ,baja      
7078      ,Dic  ,24639     ,TEST - 24639        ,2024-11-5 ,baja      
